"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"4276","Rubiaceae","Faramea","Faramea multiflora","diameter at breast height (1.3 m)","8.3","cm",NA,10.4248,-84.0395,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",937680
"4277","Rubiaceae","Psychotria","Psychotria buchtienii","diameter at breast height (1.3 m)","5.5","cm",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",937708
"4278","Rubiaceae","Palicourea","Palicourea bellula","diameter at breast height (1.3 m)","3.09","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950121
"4279","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3.2","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950122
"4280","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","2.59","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950123
"4281","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950124
"4282","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3.5","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950125
"4283","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3.5","cm",NA,10.2131,-84.1014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950135
"4284","Rubiaceae","Amaioua","Amaioua corymbosa","diameter at breast height (1.3 m)","10.89","cm",NA,10.2972,-84.0736,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950137
"4285","Rubiaceae","Palicourea","Palicourea macrantha","diameter at breast height (1.3 m)","5.4","cm",NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",950149
"4286","Rubiaceae","Coussarea","Coussarea caroliana","diameter at breast height (1.3 m)","4.5","cm",NA,10.2,-84.1,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950189
"4287","Rubiaceae","Coussarea","Coussarea caroliana","diameter at breast height (1.3 m)","5.3","cm",NA,10.2,-84.1,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",950191
"4288","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","7","cm",NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",950294
"4289","Rubiaceae","Alibertia","Alibertia edulis","diameter at breast height (1.3 m)","2.5","cm",NA,8.98333,-79.55,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",950320
"4290","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","3","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",950365
"4291","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","4.7","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951292
"4292","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3.2","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951294
"4293","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","2.6","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951295
"4294","Rubiaceae","Faramea","Faramea multiflora","diameter at breast height (1.3 m)","3.4","cm",NA,10.412,-84.0078,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951302
"4295","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","8.3","cm",NA,10.4248,-84.0395,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951316
"4296","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","0.6","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951320
"4297","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","0.8","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951324
"4298","Rubiaceae","Faramea","Faramea parvibractea","diameter at breast height (1.3 m)","2.6","cm",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951351
"4299","Rubiaceae","Alibertia","Alibertia atlantica","diameter at breast height (1.3 m)","3.4","cm",NA,10.4426,-84.0656,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951361
"4300","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","3.6","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951403
"4301","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","2.9","cm",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",951430
"4302","Rubiaceae","Schradera","Schradera blumii","diameter at breast height (1.3 m)","3.79","cm",NA,10.2772,-84.0825,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",963574
"4303","Rubiaceae","Elaeagia","Elaeagia nitidifolia","diameter at breast height (1.3 m)","3.7","cm",NA,10.2972,-84.0736,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",963585
"4304","Rubiaceae","Elaeagia","Elaeagia nitidifolia","diameter at breast height (1.3 m)","3.2","cm",NA,10.2972,-84.0736,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",963586
"4305","Rubiaceae","Posoqueria","Posoqueria latifolia","diameter at breast height (1.3 m)","9.69","cm",NA,10.2958,-84.0769,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",963588
"4306","Rubiaceae","Palicourea","Palicourea megalantha","diameter at breast height (1.3 m)","5.59","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",963638
"4307","Rubiaceae","Palicourea","Palicourea leucantha","diameter at breast height (1.3 m)","5.4","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",963639
"4308","Rubiaceae","Palicourea","Palicourea leucantha","diameter at breast height (1.3 m)","5","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",963640
"4309","Rubiaceae","Psychotria","Psychotria galeottiana","diameter at breast height (1.3 m)","2.9","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",963642
"4310","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","4.1","cm",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964810
"4311","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","2.8","cm",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964811
"4312","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3.6","cm",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964812
"4313","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","0.8","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964845
"4314","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","5.5","cm",NA,10.3904,-84.1286,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964881
"4315","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","2.7","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964902
"4316","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964903
"4317","Rubiaceae","Ferdinandusa","Ferdinandusa panamensis","diameter at breast height (1.3 m)","6.8","cm",NA,10.4115,-84.1131,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964916
"4318","Rubiaceae","Posoqueria","Posoqueria panamensis","diameter at breast height (1.3 m)","3.5","cm",NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",964927
"4319","Rubiaceae","Palicourea","Palicourea lasiorrhachis","diameter at breast height (1.3 m)","2.9","cm",NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",977094
"4320","Rubiaceae","Palicourea","Palicourea purpurea","diameter at breast height (1.3 m)","4.5","cm",NA,10.0619,-84.0172,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",977106
"4321","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","2.5","cm",NA,10.2131,-84.1014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",977107
"4322","Rubiaceae","Palicourea","Palicourea megalantha","diameter at breast height (1.3 m)","5","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",977168
"4323","Rubiaceae","Arachnothryx","Arachnothryx buddleioides","diameter at breast height (1.3 m)","2.59","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",977172
"4324","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","2.5","cm",NA,10.4333,-84.0167,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",977313
"4325","Rubiaceae","Alibertia","Alibertia edulis","diameter at breast height (1.3 m)","2.5","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",977325
"4326","Rubiaceae","Calycophyllum","Calycophyllum candidissimum","diameter at breast height (1.3 m)","15","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",977326
"4327","Rubiaceae","Faramea","Faramea sessilifolia","diameter at breast height (1.3 m)","6","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",977333
"4328","Rubiaceae","Faramea","Faramea sessilifolia","diameter at breast height (1.3 m)","4","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",977334
"4329","Rubiaceae","Faramea","Faramea multiflora","diameter at breast height (1.3 m)","4.5","cm",NA,10.4209,-84.0259,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",978431
"4330","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","5.8","cm",NA,10.412,-84.0078,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",978439
"4331","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","4.8","cm",NA,10.4326,-83.9867,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",978492
"4332","Rubiaceae","Guettarda","Guettarda macrosperma","diameter at breast height (1.3 m)","2.6","cm",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",978533
"4333","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","2.59","cm",NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990790
"4334","Rubiaceae","Psychotria","Psychotria sylvivaga","diameter at breast height (1.3 m)","2.5","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990804
"4335","Rubiaceae","Elaeagia","Elaeagia auriculata","diameter at breast height (1.3 m)","18","cm",NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990809
"4336","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3.09","cm",NA,10.2131,-84.1014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990819
"4337","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3","cm",NA,10.2131,-84.1014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990820
"4338","Rubiaceae","Faramea","Faramea schultesii","diameter at breast height (1.3 m)","5","cm",NA,17.5833,-96.35,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",990833
"4339","Rubiaceae","Arachnothryx","Arachnothryx scabra","diameter at breast height (1.3 m)","6.9","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",990880
"4340","Rubiaceae","Arachnothryx","Arachnothryx scabra","diameter at breast height (1.3 m)","3.2","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",990881
"4341","Rubiaceae","Psychotria","Psychotria phanerandra","diameter at breast height (1.3 m)","2.7","cm",NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",990892
"4342","Rubiaceae","Alibertia","Alibertia edulis","diameter at breast height (1.3 m)","2.5","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",990999
"4343","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","5","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",991037
"4344","Rubiaceae","Pentagonia","Pentagonia monocaulis","diameter at breast height (1.3 m)","3.7","cm",NA,10.4334,-84.0334,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992052
"4345","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3.9","cm",NA,10.4334,-84.0334,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992053
"4346","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","8.8","cm",NA,10.4334,-84.0334,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992054
"4347","Rubiaceae","Faramea","Faramea multiflora","diameter at breast height (1.3 m)","4.9","cm",NA,10.4248,-84.0395,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992078
"4348","Rubiaceae","Palicourea","Palicourea guianensis","diameter at breast height (1.3 m)","2.6","cm",NA,10.4554,-84.0659,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992083
"4349","Rubiaceae","Palicourea","Palicourea hondensis","diameter at breast height (1.3 m)","4.5","cm",NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",992154
"4350","Rubiaceae","Palicourea","Palicourea adusta","diameter at breast height (1.3 m)","2.79","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1004774
"4351","Rubiaceae","Guettarda","Guettarda crispiflora","diameter at breast height (1.3 m)","5.5","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1004775
"4352","Rubiaceae","Amaioua","Amaioua corymbosa","diameter at breast height (1.3 m)","11.3","cm",NA,10.2772,-84.0825,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1004782
"4353","Rubiaceae","Rudgea","Rudgea skutchii","diameter at breast height (1.3 m)","4.3","cm",NA,10.2908,-84.0606,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1004801
"4354","Rubiaceae","Psychotria","Psychotria galeottiana","diameter at breast height (1.3 m)","2.7","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1004882
"4355","Rubiaceae","Randia","Randia tetracantha","diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1004963
"4356","Rubiaceae","Randia","Randia tetracantha","diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1004964
"4357","Rubiaceae","Psychotria","Psychotria calophylla","diameter at breast height (1.3 m)","2.5","cm",NA,9.16667,-79.75,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1004990
"4358","Rubiaceae","Psychotria","Psychotria brachiata","diameter at breast height (1.3 m)","2.6","cm",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1006014
"4359","Rubiaceae","Pentagonia","Pentagonia monocaulis","diameter at breast height (1.3 m)","2.5","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1006046
"4360","Rubiaceae","Sabicea","Sabicea villosa","diameter at breast height (1.3 m)","1","cm",NA,10.4329,-83.9864,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1006087
"4361","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","4.2","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1006126
"4362","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","4.3","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1006127
"4363","Rubiaceae","Palicourea","Palicourea purpurea","diameter at breast height (1.3 m)","2.79","cm",NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1018253
"4364","Rubiaceae","Palicourea","Palicourea purpurea","diameter at breast height (1.3 m)","2.7","cm",NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1018254
"4365","Rubiaceae","Coussarea","Coussarea talamancana","diameter at breast height (1.3 m)","4.3","cm",NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1018260
"4366","Rubiaceae","Hoffmannia","Hoffmannia congesta","diameter at breast height (1.3 m)","2.5","cm",NA,10.0619,-84.0172,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1018262
"4367","Rubiaceae","Amaioua","Amaioua corymbosa","diameter at breast height (1.3 m)","3","cm",NA,10.2972,-84.0736,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1018265
"4368","Rubiaceae","Genipa","Genipa americana","diameter at breast height (1.3 m)","2.5","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1018441
"4369","Rubiaceae","Randia","Randia thurberi","diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018408
"4370","Rubiaceae","Randia","Randia thurberi","diameter at breast height (1.3 m)","4","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018409
"4371","Rubiaceae","Randia","Randia thurberi","diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018410
"4372","Rubiaceae","Randia","Randia thurberi","diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018411
"4373","Rubiaceae","Randia","Randia thurberi","diameter at breast height (1.3 m)","3","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018412
"4374","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","5","cm",NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018458
"4375","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","5","cm",NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018459
"4376","Rubiaceae","Faramea","Faramea occidentalis","diameter at breast height (1.3 m)","2.5","cm",NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1018460
"4377","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","3.1","cm",NA,10.4326,-83.9867,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1019550
"4378","Rubiaceae","Faramea","Faramea parvibractea","diameter at breast height (1.3 m)","17","cm",NA,10.4426,-84.0656,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1019560
"4379","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3.1","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1019581
"4380","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","3.5","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1019583
"4381","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","3.2","cm",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1019605
"4382","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","3.5","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1031758
"4383","Rubiaceae","Arachnothryx","Arachnothryx torresii","diameter at breast height (1.3 m)","4.19","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1031759
"4384","Rubiaceae","Palicourea","Palicourea hondensis","diameter at breast height (1.3 m)","8.39","cm",NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1031763
"4385","Rubiaceae","Psychotria","Psychotria luxurians","diameter at breast height (1.3 m)","9.19","cm",NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1031764
"4386","Rubiaceae","Arachnothryx","Arachnothryx scabra","diameter at breast height (1.3 m)","2.79","cm",NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1031785
"4387","Rubiaceae","Palicourea","Palicourea leucantha","diameter at breast height (1.3 m)","4.4","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1031828
"4388","Rubiaceae","Palicourea","Palicourea leucantha","diameter at breast height (1.3 m)","9","cm",NA,17.487,-96.373,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1031829
"4389","Rubiaceae","Palicourea","Palicourea breedlovei","diameter at breast height (1.3 m)","8.39","cm",NA,17.6639,-96.3014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1031836
"4390","Rubiaceae","Psychotria","Psychotria trichotoma","diameter at breast height (1.3 m)","14","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1031941
"4391","Rubiaceae","Alibertia","Alibertia dwyeri","diameter at breast height (1.3 m)","9","cm",NA,10.4,-84.05,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",1031970
"4392","Rubiaceae","Faramea","Faramea luteovirens","diameter at breast height (1.3 m)","2.5","cm",NA,9.16667,-79.75,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1031977
"4393","Rubiaceae","Warszewiczia","Warszewiczia coccinea","diameter at breast height (1.3 m)","4.7","cm",NA,10.412,-84.0078,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1032925
"4394","Rubiaceae","Ferdinandusa","Ferdinandusa panamensis","diameter at breast height (1.3 m)","16.4","cm",NA,10.412,-84.0078,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1032928
"4395","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","1.1","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1032943
"4396","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","0.9","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1032945
"4397","Rubiaceae","Sabicea","Sabicea panamensis","diameter at breast height (1.3 m)","1.4","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1032946
"4398","Rubiaceae","Psychotria","Psychotria elata","diameter at breast height (1.3 m)","3.1","cm",NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","Costa Rica",NA,NA,"public",1033008
"4399","Rubiaceae","Hoffmannia","Hoffmannia arborescens","diameter at breast height (1.3 m)","2.5","cm",NA,10.1383,-84.1231,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1045295
